OTU_ID	Domain	Phylum	Class	Order	Family	Genus	Species
AB176120.1.1475	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonas	uncultured bacterium
AB176133.1.1513	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonas	uncultured bacterium
AB176152.1.1395	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonas	uncultured bacterium
AB176155.1.1402	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonas	uncultured bacterium
AB176169.1.1482	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium	uncultured bacterium
AB176217.1.1351	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bacteriovoracaceae	Peredibacter	uncultured bacterium
AB176219.1.1449	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingopyxis	uncultured bacterium
AB176554.1.1515	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Thiotrichales Incertae Sedis	Fangia	Fangia hongkongensis
AB176674.1.1504	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Cryomorphaceae	Lishizhenia	Lishizhenia caseinilytica
AB177126.1.1378	Bacteria	Chloroflexi	Dehalococcoidia	GIF9	uncultured bacterium	NA	NA
AB177127.1.1416	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfarculales	Desulfarculaceae	Desulfatiglans	uncultured bacterium
AB177128.1.1412	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobulbaceae	uncultured	uncultured bacterium
AB177133.1.1460	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	uncultured	uncultured bacterium
AB177138.1.1414	Bacteria	Planctomycetes	Phycisphaerae	MSBL9	uncultured bacterium	NA	NA
AB177139.1.1478	Bacteria	Aerophobetes	uncultured bacterium	NA	NA	NA	NA
AB177172.1.1432	Bacteria	Aminicenantes	uncultured bacterium	NA	NA	NA	NA
AB177189.1.1385	Bacteria	Chloroflexi	Dehalococcoidia	Sh765B-AG-111	uncultured bacterium	NA	NA
AB177202.1.1415	Bacteria	Planctomycetes	Phycisphaerae	MSBL9	uncultured bacterium	NA	NA
AB177208.1.1416	Bacteria	Latescibacteria	Latescibacteria Incertae Sedis	Unknown Order	Unknown Family	Candidatus Latescibacter	uncultured bacterium
AB177210.1.1369	Bacteria	Chloroflexi	Dehalococcoidia	Sh765B-AG-111	uncultured bacterium	NA	NA
AB177213.1.1399	Bacteria	Fibrobacteres	Chitinivibrionia	possible order 07	uncultured bacterium	NA	NA
AB177330.1.1251	Bacteria	Latescibacteria	Latescibacteria Incertae Sedis	Unknown Order	Unknown Family	Candidatus Latescibacter	uncultured bacterium
AB183512.1.1512	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella	Shewanella sp. T5302
AB183567.1.1261	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionIII	FamilyI	Oscillatoria	Phormidium sp. MBIC10210
AB188773.1.1466	Bacteria	Proteobacteria	Alphaproteobacteria	Emcibacterales	Emcibacteraceae	Emcibacter	uncultured alpha proteobacterium
AB188781.1.1493	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	JTB255 marine benthic group	uncultured delta proteobacterium	NA
AB188793.1.1499	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	uncultured	uncultured gamma proteobacterium
AB188796.1.916	Archaea	Thaumarchaeota	Marine Group I	Unknown Order	Unknown Family	Candidatus Nitrosopumilus	uncultured crenarchaeote
AB188799.1.948	Archaea	Thaumarchaeota	Group C3	uncultured crenarchaeote	NA	NA	NA
AB189336.1.1481	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Ornatilinea	uncultured Chloroflexi bacterium
AB189345.1.1469	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	uncultured	uncultured Parvibaculum sp.
AB189348.1.1514	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Alcanivoracaceae	Kangiella	uncultured Methylobacter sp.
AB189349.1.1479	Bacteria	Proteobacteria	Deltaproteobacteria	SAR324 clade(Marine group B)	uncultured delta proteobacterium	NA	NA
AB189357.1.1482	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	Thioprofundum	uncultured Codakia orbicularis gill symbiont
AB189358.1.1487	Bacteria	Lentisphaerae	Oligosphaeria	P.palmC41	uncultured Cytophaga sp.	NA	NA
AB189367.1.1501	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Moritellaceae	Moritella	uncultured Moritella sp.
AB189370.1.1514	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Sulfurimonas	uncultured Epsilonproteobacteria bacterium
AB189371.1.1535	Bacteria	Verrucomicrobia	R76-B128	uncultured Verrucomicrobia bacterium	NA	NA	NA
AB189374.1.1478	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Arcobacter	uncultured Epsilonproteobacteria bacterium
AB189376.1.1445	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	uncultured	uncultured gamma proteobacterium
AB189382.1.1485	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	uncultured	uncultured Cytophaga sp.
AB192070.1.1375	Bacteria	Proteobacteria	Deltaproteobacteria	Rs-K70 termite group	uncultured delta proteobacterium	NA	NA
AB192283.1.1323	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiales Incertae Sedis	Candidatus Hepatincola	uncultured alpha proteobacterium
AB193901.1.1435	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	S25-593	uncultured bacterium	NA
AB193903.1.1434	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Deep 1	uncultured bacterium	NA
AB193918.1.1524	Bacteria	Marinimicrobia (SAR406 clade)	uncultured bacterium	NA	NA	NA	NA
AB193920.1.1472	Bacteria	Chloroflexi	SAR202 clade	uncultured bacterium	NA	NA	NA
AB193923.1.1486	Bacteria	Peregrinibacteria	uncultured bacterium	NA	NA	NA	NA
AB193948.1.1509	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	SUP05 cluster	uncultured bacterium	NA
AB193954.1.1469	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Sulfurovum	uncultured bacterium
AB193958.1.1441	Archaea	Thaumarchaeota	Marine Group I	uncultured archaeon	NA	NA	NA
AB193975.1.1441	Archaea	Thaumarchaeota	Marine Group I	uncultured archaeon	NA	NA	NA
AB193977.1.1470	Archaea	Thaumarchaeota	Marine Benthic Group A	uncultured archaeon	NA	NA	NA
AB193991.1.1443	Archaea	Thaumarchaeota	Marine Group I	uncultured archaeon	NA	NA	NA
AB193994.1.1472	Archaea	Thaumarchaeota	Marine Benthic Group A	uncultured archaeon	NA	NA	NA
AB193999.1.1440	Archaea	Thaumarchaeota	Marine Group I	uncultured archaeon	NA	NA	NA
AB194000.1.1442	Archaea	Thaumarchaeota	Marine Group I	uncultured archaeon	NA	NA	NA
AB197852.1.1489	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cyclobacteriaceae	Algoriphagus	Algoriphagus boritolerans
AB199884.1.1222	Bacteria	Cyanobacteria	Chloroplast	Phalacroma mitra	NA	NA	NA
AB199885.1.1217	Bacteria	Cyanobacteria	Chloroplast	Phalacroma mitra	NA	NA	NA
AB199886.1.1219	Bacteria	Cyanobacteria	Chloroplast	Phalacroma mitra	NA	NA	NA
AB199887.1.1217	Bacteria	Cyanobacteria	Chloroplast	Phalacroma mitra	NA	NA	NA
AB202211.1.1453	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	bacterium 072847
AB202217.1.1420	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingopyxis	bacterium 081604
AB210979.1.1505	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Sanguibacteraceae	Sanguibacter	Actinomycetales bacterium SSCT55
AB212801.1.1455	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae	uncultured	gamma proteobacterium NEP2
AB212803.1.1456	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Spongiibacteraceae	Spongiibacter	gamma proteobacterium NEP4
AB212890.1.1490	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Marinobacter	uncultured bacterium
AB213098.1.1375	Archaea	Thaumarchaeota	Papm3A43	uncultured archaeon	NA	NA	NA
AB213104.1.1342	Archaea	Thaumarchaeota	AK31	uncultured archaeon	NA	NA	NA
AB234238.1.1461	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Telmatospirillum	uncultured bacterium
AB234261.1.1526	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfurellales	Desulfurellaceae	H16	uncultured bacterium
AB234264.1.1517	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter	uncultured bacterium
AB234297.1.1376	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Tenacibaculum	Pseudoscourfieldia sp. Nak
AB234530.1.1368	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	uncultured delta proteobacterium
AB234533.1.1372	Bacteria	Proteobacteria	Deltaproteobacteria	Rs-K70 termite group	uncultured delta proteobacterium	NA	NA
AB238790.1.1469	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Aliiglaciecola	Glaciecola sp. #105
AB239707.1.1511	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter	uncultured bacterium
AB239760.1.1387	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Marinilabiaceae	Marinifilum	uncultured bacterium
AB240252.1.1510	Bacteria	Acidobacteria	Subgroup 6	uncultured bacterium	NA	NA	NA
AB240511.1.1486	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	uncultured	uncultured bacterium
AB240514.1.1474	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	uncultured bacterium
AB240515.1.1503	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	uncultured	uncultured bacterium
AB240740.1.914	Archaea	Thaumarchaeota	Marine Group I	Unknown Order	Unknown Family	Candidatus Nitrosopumilus	uncultured archaeon
AB240750.1.914	Archaea	Thaumarchaeota	Marine Group I	uncultured archaeon	NA	NA	NA
AB243796.1.1311	Archaea	Woesearchaeota (DHVEG-6)	uncultured euryarchaeote	NA	NA	NA	NA
AB243989.1.1457	Bacteria	Gracilibacteria	uncultured bacterium	NA	NA	NA	NA
AB245934.1.1461	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Saprospiraceae	Aureispira	Aureispira marina
AB246747.1.1394	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Loktanella	Loktanella atrilutea
AB246769.1.1237	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Sandaracinaceae	uncultured	myxobacterium SIBN-17
AB246771.1.1236	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Phaselicystidaceae	Phaselicystis	myxobacterium AT1-01
AB247486.1.1485	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadales Incertae Sedis	Candidatus Competibacter	uncultured bacterium
AB250553.1.1430	Bacteria	Parcubacteria	uncultured bacterium	NA	NA	NA	NA
AB250555.1.1420	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Thermomarinilinea	uncultured bacterium
AB250557.1.1480	Bacteria	Gemmatimonadetes	BD2-11 terrestrial group	uncultured bacterium	NA	NA	NA
AB250562.1.1424	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidia Incertae Sedis	Draconibacteriaceae	Draconibacterium	uncultured bacterium
AB250563.1.1443	Bacteria	Proteobacteria	Gammaproteobacteria	Arenicellales	Arenicellaceae	uncultured	uncultured bacterium
AB250565.1.1395	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	uncultured	uncultured bacterium
AB250567.1.1449	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	Thiohalorhabdus	uncultured bacterium
AB250575.1.1419	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	uncultured	uncultured bacterium
AB250582.1.1367	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	uncultured	uncultured bacterium
AB250584.1.1410	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Colwelliaceae	uncultured	uncultured bacterium
AB250697.1.1340	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	uncultured	uncultured Bathymodiolus platifrons gill symbiont
AB250699.1.1363	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae	Marine Methylotrophic Group 3	uncultured Bathymodiolus hirtus gill symbiont
AB254799.1.1465	Bacteria	Cyanobacteria	ML635J-21	uncultured bacterium	NA	NA	NA
AB255104.1.1484	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	uncultured	uncultured bacterium
AB256005.1.1201	Bacteria	Fibrobacteres	Fibrobacteria	Fibrobacterales	09D2Z46	uncultured Chitinivibrionia bacterium	NA
AB265190.1.1477	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Tenacibaculum	Tenacibaculum sp. 96GB
AB269656.1.1479	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Afipia	alpha proteobacterium ARP-G8
AB274779.1.1234	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Colwelliaceae	Thalassotalea	gamma proteobacterium WINTA511da
AB275606.1.1456	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Tenacibaculum	Tenacibaculum japonica
AB276372.1.1535	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas pseudoalcaligenes
AB278147.1.1521	Bacteria	Proteobacteria	Deltaproteobacteria	NB1-j	uncultured bacterium	NA	NA
AB286026.1.1491	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Intrasporangiaceae	Marihabitans	actinobacterium ss-Acetyl-04PA2-28e
AB286027.1.1469	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Microbacterium	Microbacterium awajiense
AB286368.1.1407	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Rhizorhapis	uncultured bacterium
AB286596.1.1416	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiales Incertae Sedis	uncultured	uncultured bacterium
AB288876.1.1352	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Oxalobacter	uncultured bacterium
AB291219.1.1476	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halococcus	haloarchaeon Nie 10-2
AB292183.1.1469	Bacteria	Verrucomicrobia	Opitutae	Puniceicoccales	Puniceicoccaceae	Cerasicoccus	Cerasicoccus arenae
AB294106.1.1455	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Hyunsoonleella	Sediminitalea flava
AB294151.1.1287	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Dyella	Dyella sp. BJ35
AB294317.1.1398	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	SM2D12	uncultured bacterium	NA
AB294318.1.1421	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Holosporaceae	uncultured	uncultured bacterium
AB294332.1.1454	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Coxiellaceae	Coxiella	uncultured bacterium
AB294334.1.1480	Bacteria	Proteobacteria	Deltaproteobacteria	NB1-j	uncultured bacterium	NA	NA
AB294340.1.1396	Bacteria	Cyanobacteria	Chloroplast	uncultured bacterium	NA	NA	NA
AB294341.1.1415	Bacteria	Cyanobacteria	Chloroplast	uncultured bacterium	NA	NA	NA
AB294932.1.1478	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae	Haliea	uncultured gamma proteobacterium
AB294935.1.1446	Bacteria	Verrucomicrobia	WCHB1-41	uncultured Verrucomicrobia bacterium	NA	NA	NA
AB294940.1.1427	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Marivita	uncultured Rhodobacterales bacterium
AB294943.1.1466	Bacteria	Verrucomicrobia	WCHB1-41	uncultured Verrucomicrobia bacterium	NA	NA	NA
AB294946.1.1427	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhodobiaceae	uncultured	uncultured Rhizobiales bacterium
AB294949.1.1332	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Roseibacillus	uncultured Verrucomicrobia bacterium
AB294951.1.1405	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	JTB255 marine benthic group	uncultured gamma proteobacterium	NA
AB294953.1.1365	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	uncultured Methylomicrobium sp.	NA	NA
AB294956.1.1422	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobulbaceae	uncultured	uncultured Desulfobulbaceae bacterium
AB294959.1.1392	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Roseobacter clade CHAB-I-5 lineage	uncultured Rhodobacterales bacterium
AB294960.1.1475	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	pItb-vmat-59	uncultured Methylomonas sp.	NA
AB294961.1.1471	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae	Parahaliea	uncultured gamma proteobacterium
AB294973.1.1322	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	uncultured planctomycete	NA
AB297922.1.1501	Bacteria	Verrucomicrobia	Opitutae	Puniceicoccales	Puniceicoccaceae	Pelagicoccus	Pelagicoccus croceus
AB299584.1.1412	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas sp. M60-VN10-2W
AB300083.1.1283	Bacteria	Chloroflexi	Dehalococcoidia	vadinBA26	uncultured bacterium	NA	NA
AB300114.1.1296	Bacteria	Chloroflexi	JG30-KF-CM66	uncultured bacterium	NA	NA	NA
AB300128.1.1329	Bacteria	Chloroflexi	Dehalococcoidia	vadinBA26	uncultured bacterium	NA	NA
AB300131.1.1343	Bacteria	Planctomycetes	Phycisphaerae	MSBL9	uncultured bacterium	NA	NA
AB301994.1.906	Archaea	Thaumarchaeota	Marine Group I	uncultured archaeon	NA	NA	NA
AB302357.1.1368	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Palleronia	alpha proteobacterium A14
AB302374.1.1366	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Roseovarius	alpha proteobacterium A41
AB302379.1.1335	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Tropicimonas	Tropicimonas isoalkanivorans
AB302385.1.1332	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Jannaschia	alpha proteobacterium B27
AB302386.1.1364	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Tranquillimonas	Tranquillimonas alkanivorans
AB305300.1.1413	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas	Chromohalobacter sp. Sa11-3XX
AB305311.1.1408	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Marinobacter	Marinobacter sp. IW11-2CT
AB305323.1.1317	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Henriciella	Caulobacter sp. IW1-2CT
AB329768.1.1313	Archaea	Marine Benthic Group E	uncultured archaeon	NA	NA	NA	NA
AB329776.1.1315	Archaea	Marine Benthic Group E	uncultured archaeon	NA	NA	NA	NA
AB329794.1.1306	Archaea	Euryarchaeota	Thermoplasmata	Thermoplasmatales	Marine Group II	uncultured archaeon	NA
AB329811.1.1339	Archaea	Thaumarchaeota	AK59	uncultured archaeon	NA	NA	NA
AB329829.1.1081	Archaea	Woesearchaeota (DHVEG-6)	uncultured archaeon	NA	NA	NA	NA
AB353310.1.1460	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae	Rubritalea	Rubritalea sabuli
AB355037.1.1478	Bacteria	Cyanobacteria	Chloroplast	uncultured bacterium	NA	NA	NA
AB355061.1.1485	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	uncultured	uncultured bacterium
AB355065.1.1488	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	uncultured	uncultured bacterium
AB360403.1.1300	Bacteria	Verrucomicrobia	OPB35 soil group	bacterium RS28G	NA	NA	NA
AB360448.1.1474	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Iamiaceae	Iamia	Iamia majanohamensis
AB362159.1.1466	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Schumannella	Schumannella luteola
AB362214.1.1463	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Leptobacterium	Leptobacterium flavescens
AB362701.1.1560	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Halolactibacillus	Halolactibacillus miurensis
AB362815.1.1454	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	uncultured	Xanthobacillum maris
AB364837.1.1428	Bacteria	Chloroflexi	Dehalococcoidia	Dehalococcoidales	uncultured	uncultured bacterium	NA
AB364838.1.1423	Bacteria	Chloroflexi	Dehalococcoidia	vadinBA26	uncultured bacterium	NA	NA
AB364842.1.1423	Bacteria	Chloroflexi	Dehalococcoidia	FW22	uncultured bacterium	NA	NA
AB369159.1.1457	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Porticoccaceae	C1-B045	uncultured bacterium
AB369179.1.1482	Bacteria	Verrucomicrobia	Opitutae	Opitutales	Opitutaceae	Opitutus	uncultured bacterium
AB369189.1.1461	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bacteriovoracaceae	Peredibacter	uncultured bacterium
